# Generated with generate_timeseries.py on 2020-11-10
# Subset of measurements of the velocity of a turbulent jet made in a wind tunnel at ENS de Lyon, by Christophe Baudet and Antoine Naert.
# Measurement frequency is 23000.0Hz.
#
0.01182608695652174,3.2250676
0.011869565217391305,3.2333033
0.01191304347826087,3.236902
0.011956521739130435,3.244483
0.012,3.25232
0.012043478260869565,3.2611423
0.01208695652173913,3.2682486
0.012130434782608696,3.2771742
0.01217391304347826,3.2830462
0.012217391304347826,3.289183
0.012260869565217391,3.2962105
0.012304347826086956,3.2993355
0.012347826086956521,3.3015034
0.012391304347826086,3.3034148
0.012434782608695653,3.3053148
0.012478260869565218,3.3048
0.012521739130434783,3.3040152
0.012565217391304348,3.3061633
0.012608695652173913,3.3038788
0.012652173913043479,3.3052998
0.012695652173913044,3.3035913
0.012739130434782609,3.3059232
0.012782608695652174,3.3036942
0.012826086956521739,3.3073337
0.012869565217391304,3.3069603
0.01291304347826087,3.3091698
0.012956521739130434,3.3083136
0.013,3.311253
0.013043478260869565,3.309157
0.01308695652173913,3.3119726
0.013130434782608696,3.3099284
0.013173913043478262,3.311985
0.013217391304347827,3.3113317
0.013260869565217392,3.311061
0.013304347826086957,3.314764
0.013347826086956522,3.3161492
0.013391304347826087,3.3190901
0.013434782608695652,3.3224914
0.013478260869565217,3.3253708
0.013521739130434782,3.3291385
0.013565217391304348,3.3330739
0.013608695652173913,3.338383
0.013652173913043478,3.3466215
0.013695652173913043,3.3558664
0.013739130434782608,3.3689427
0.013782608695652175,3.3810062
0.01382608695652174,3.3945754
0.013869565217391305,3.4078004
0.01391304347826087,3.4191232
0.013956521739130435,3.4319224
0.014,3.440246
0.014043478260869565,3.449973
0.01408695652173913,3.4563427
0.014130434782608696,3.46464
0.01417391304347826,3.463964
0.014217391304347826,3.4717276
0.014260869565217391,3.4680905
0.014304347826086956,3.4704132
0.014347826086956521,3.4646466
0.014391304347826086,3.4645844
0.014434782608695651,3.4604933
0.014478260869565218,3.4592118
0.014521739130434783,3.4566448
0.014565217391304348,3.454099
0.014608695652173913,3.4510093
0.014652173913043479,3.456204
0.014695652173913044,3.4607754
0.014739130434782609,3.4714236
0.014782608695652174,3.482292
0.014826086956521739,3.4925482
0.014869565217391304,3.5071447
0.01491304347826087,3.519386
0.014956521739130434,3.5350528
0.015,3.5500474
0.015043478260869565,3.5655208
0.01508695652173913,3.5805974
0.015130434782608696,3.5968134
0.015173913043478262,3.6115637
0.015217391304347827,3.61919
0.015260869565217392,3.6311316
0.015304347826086957,3.6331408
0.015347826086956522,3.638785
0.015391304347826087,3.6306753
0.015434782608695652,3.6191502
0.015478260869565217,3.604372
0.015521739130434782,3.5824275
0.015565217391304348,3.5574808
0.015608695652173913,3.533548
0.01565217391304348,3.5104415
0.015695652173913045,3.497255
0.01573913043478261,3.483454
0.015782608695652175,3.4813657
0.01582608695652174,3.4793816
0.015869565217391305,3.4831688
0.01591304347826087,3.480657
0.015956521739130435,3.4829776
0.016,3.480116
0.016043478260869565,3.4811532
0.01608695652173913,3.4756322
0.016130434782608696,3.4756863
0.01617391304347826,3.469419
0.016217391304347826,3.4681287
0.01626086956521739,3.4631171
0.016304347826086956,3.4601912
0.01634782608695652,3.4555697
0.016391304347826086,3.4508429
0.01643478260869565,3.4458876
0.016478260869565216,3.440906
0.01652173913043478,3.435742
0.016565217391304347,3.4302545
0.016608695652173912,3.4224393
0.016652173913043477,3.4173298
0.016695652173913042,3.4123752
0.016739130434782607,3.4071467
0.016782608695652172,3.4067063
0.01682608695652174,3.3987617
0.016869565217391306,3.421709
0.01691304347826087,3.4358962
0.016956521739130436,3.4583125
0.017,3.4881012
0.017043478260869566,3.5193381
0.01708695652173913,3.552314
0.017130434782608697,3.5858471
0.01717391304347826,3.618205
0.017217391304347827,3.6421173
0.017260869565217392,3.6654816
0.017304347826086957,3.6855538
0.017347826086956522,3.70144
0.017391304347826087,3.710697
0.017434782608695652,3.7215848
0.017478260869565217,3.7329316
0.017521739130434782,3.7381954
0.017565217391304348,3.7459352
0.017608695652173913,3.752165
0.017652173913043478,3.7560174
0.017695652173913043,3.7580423
0.017739130434782608,3.7600684
0.017782608695652173,3.7612357
0.017826086956521738,3.7670207
0.017869565217391303,3.7702746
0.01791304347826087,3.7729096
0.017956521739130434,3.77424
0.018,3.7822456
0.018043478260869564,3.7859502
0.01808695652173913,3.7931578
0.018130434782608694,3.804626
0.018173913043478263,3.8121254
0.018217391304347828,3.821609
0.018260869565217393,3.834059
0.018304347826086958,3.8369746
0.018347826086956523,3.8408597
0.018391304347826088,3.8364444
0.018434782608695653,3.8274035
0.01847826086956522,3.816023
0.018521739130434783,3.8027873
0.01856521739130435,3.788975
0.018608695652173914,3.7724338
0.01865217391304348,3.757669
0.018695652173913044,3.7443442
0.01873913043478261,3.7320788
0.018782608695652174,3.7228239
0.01882608695652174,3.7179456
0.018869565217391304,3.7118847
0.01891304347826087,3.7082195
0.018956521739130434,3.706456
0.019,3.7043633
0.019043478260869565,3.6971505
0.01908695652173913,3.6892576
0.019130434782608695,3.6758187
0.01917391304347826,3.6605992
0.019217391304347825,3.6367233
0.01926086956521739,3.612722
0.019304347826086955,3.5877004
0.01934782608695652,3.5617125
0.019391304347826085,3.5344048
0.01943478260869565,3.5094035
0.019478260869565216,3.4836535
0.019521739130434784,3.4620318
0.01956521739130435,3.4372544
0.019608695652173914,3.4130507
0.01965217391304348,3.3872683
0.019695652173913045,3.3630977
0.01973913043478261,3.3287385
0.019782608695652175,3.2901123
0.01982608695652174,3.2520614
0.019869565217391305,3.2222638
0.01991304347826087,3.20059
0.019956521739130435,3.195094
0.02,3.2101617
0.020043478260869566,3.241817
0.02008695652173913,3.285822
0.020130434782608696,3.3383017
0.02017391304347826,3.3924444
0.020217391304347826,3.4403062
0.02026086956521739,3.479397
0.020304347826086956,3.5152183
0.02034782608695652,3.5421963
0.020391304347826086,3.5670555
0.02043478260869565,3.5914786
0.020478260869565217,3.6128044
0.02052173913043478,3.6319199
0.020565217391304347,3.6525476
0.020608695652173912,3.6847804
0.020652173913043477,3.7287064
0.020695652173913042,3.7878742
0.020739130434782607,3.8525865
0.020782608695652172,3.9037638
0.020826086956521737,3.9441037
0.020869565217391306,3.9724655
0.02091304347826087,4.0091286
0.020956521739130436,4.048025
0.021,4.0843277
0.021043478260869566,4.1162844
0.02108695652173913,4.137107
0.021130434782608697,4.146343
0.02117391304347826,4.150728
0.021217391304347827,4.13721
0.021260869565217392,4.122714
0.021304347826086957,4.100191
0.021347826086956522,4.080258
0.021391304347826087,4.063405
0.021434782608695652,4.053743
0.021478260869565217,4.056917
0.021521739130434783,4.0682287
0.021565217391304348,4.0992746
0.021608695652173913,4.130068
0.021652173913043478,4.178792
0.021695652173913043,4.221883
0.021739130434782608,4.271022
0.021782608695652173,4.312408
0.02182608695652174,4.3439956
0.021869565217391303,4.36101
0.02191304347826087,4.3735757
0.021956521739130434,4.377266
0.022,4.373491
0.022043478260869564,4.372653
0.02208695652173913,4.361847
0.022130434782608694,4.352479
0.02217391304347826,4.341188
0.022217391304347828,4.333119
0.022260869565217393,4.318759
0.022304347826086958,4.3100977
0.022347826086956523,4.302094
0.022391304347826088,4.301546
0.022434782608695653,4.3063164
0.02247826086956522,4.325751
0.022521739130434783,4.352047
0.02256521739130435,4.398377
0.022608695652173914,4.4508696
0.02265217391304348,4.498889
0.022695652173913044,4.544847
0.02273913043478261,4.5872617
0.022782608695652174,4.6189737
0.02282608695652174,4.6509013
0.022869565217391304,4.6814094
0.02291304347826087,4.706427
0.022956521739130435,4.7345533
0.023,4.757767
0.023043478260869565,4.7700744
0.02308695652173913,4.7797356
0.023130434782608695,4.7879186
0.02317391304347826,4.788219
0.023217391304347825,4.798141
0.02326086956521739,4.8019495
0.023304347826086955,4.8074183
0.02334782608695652,4.809844
0.023391304347826086,4.817275
0.02343478260869565,4.825082
0.023478260869565216,4.8186955
0.023521739130434784,4.8215375
0.02356521739130435,4.8169403
0.023608695652173915,4.8073144
0.02365217391304348,4.7954607
0.023695652173913045,4.7783136
0.02373913043478261,4.7487173
0.023782608695652175,4.730791
0.02382608695652174,4.698491
0.023869565217391305,4.6682186
0.02391304347826087,4.6340275
0.023956521739130435,4.601426
0.024,4.568403
0.024043478260869566,4.536966
0.02408695652173913,4.5155115
0.024130434782608696,4.490034
0.02417391304347826,4.470736
0.024217391304347826,4.4602284
0.02426086956521739,4.4532824
0.024304347826086956,4.446348
0.02434782608695652,4.449222
0.024391304347826086,4.455127
0.02443478260869565,4.4671464
0.024478260869565217,4.482151
0.024521739130434782,4.501985
0.024565217391304347,4.5266156
0.024608695652173912,4.556393
0.024652173913043477,4.5885897
0.024695652173913042,4.6264925
0.024739130434782607,4.6688814
0.024782608695652172,4.708902
0.024826086956521737,4.7505383
0.024869565217391306,4.781061
0.02491304347826087,4.7922683
0.024956521739130436,4.796368
0.025,4.782714
0.025043478260869566,4.770452
0.02508695652173913,4.753194
0.025130434782608697,4.735434
0.025173913043478262,4.728435
0.025217391304347827,4.715672
0.025260869565217392,4.7113194
0.025304347826086957,4.7108464
0.025347826086956522,4.7096896
0.025391304347826087,4.71784
0.025434782608695652,4.7245016
0.025478260869565218,4.729924
0.025521739130434783,4.7335253
0.025565217391304348,4.738455
0.025608695652173913,4.741839
0.025652173913043478,4.747307
0.025695652173913043,4.750053
0.025739130434782608,4.7525063
0.025782608695652173,4.7575974
0.02582608695652174,4.7715554
0.025869565217391303,4.7826223
0.02591304347826087,4.7999105
0.025956521739130434,4.81397
0.026,4.8262267
0.026043478260869564,4.837487
0.02608695652173913,4.8439126
0.026130434782608694,4.847396
0.02617391304347826,4.846034
0.026217391304347828,4.8371987
0.026260869565217393,4.8257585
0.026304347826086958,4.804734
0.026347826086956523,4.781068
0.026391304347826088,4.7519073
0.026434782608695653,4.715809
0.02647826086956522,4.6795897
0.026521739130434784,4.640906
0.02656521739130435,4.59782
0.026608695652173914,4.555483
0.02665217391304348,4.5163155
0.026695652173913044,4.4784727
0.02673913043478261,4.4398594
0.026782608695652174,4.4002123
0.02682608695652174,4.3665123
0.026869565217391304,4.3323526
0.02691304347826087,4.299252
0.026956521739130435,4.263424
0.027,4.23588
0.027043478260869565,4.211029
0.02708695652173913,4.180191
0.027130434782608695,4.1636944
0.02717391304347826,4.145297
0.027217391304347825,4.1226845
0.02726086956521739,4.1079106
0.027304347826086955,4.0914907
0.02734782608695652,4.0770154
0.027391304347826086,4.062552
0.02743478260869565,4.053339
0.027478260869565216,4.0464287
0.02752173913043478,4.0437384
0.02756521739130435,4.046214
0.027608695652173915,4.056694
0.02765217391304348,4.0748706
0.027695652173913045,4.095358
0.02773913043478261,4.1188993
0.027782608695652175,4.1425843
0.02782608695652174,4.164993
0.027869565217391305,4.177771
0.02791304347826087,4.197106
0.027956521739130435,4.2118206
0.028,4.2266726
0.028043478260869566,4.237826
0.02808695652173913,4.2604017
0.028130434782608696,4.267251
0.02817391304347826,4.2773366
0.028217391304347826,4.283806
0.02826086956521739,4.2852173
0.028304347826086956,4.283327
0.02834782608695652,4.27692
0.028391304347826087,4.2725224
0.02843478260869565,4.2687235
0.028478260869565217,4.260676
0.028521739130434782,4.256651
0.028565217391304347,4.250646
0.028608695652173912,4.2413797
0.028652173913043477,4.238273
0.028695652173913042,4.221881
0.028739130434782607,4.2151594
0.028782608695652172,4.2051735
0.028826086956521738,4.193254
0.028869565217391303,4.190545
0.02891304347826087,4.189045
0.028956521739130436,4.192277
0.029,4.2037787
0.029043478260869567,4.2173305
0.02908695652173913,4.2366085
0.029130434782608697,4.253798
0.029173913043478262,4.275189
0.029217391304347827,4.292343
0.029260869565217392,4.3058734
0.029304347826086957,4.3143053
0.029347826086956522,4.3224363
0.029391304347826087,4.322446
0.029434782608695653,4.31668
0.029478260869565218,4.30756
0.029521739130434783,4.2983446
0.029565217391304348,4.280702
0.029608695652173913,4.2641096
0.029652173913043478,4.247265
0.029695652173913043,4.224197
0.029739130434782608,4.207552
0.029782608695652173,4.189041
0.02982608695652174,4.174166
0.029869565217391304,4.151418
0.02991304347826087,4.136936
0.029956521739130434,4.122404
0.03,4.1148553
0.030043478260869564,4.0994964
0.03008695652173913,4.0947495
0.030130434782608694,4.0899463
0.03017391304347826,4.086931
0.030217391304347824,4.088882
0.030260869565217393,4.1015935
0.030304347826086958,4.11104
0.030347826086956523,4.1344056
0.03039130434782609,4.1572323
0.030434782608695653,4.1891255
0.03047826086956522,4.2187223
0.030521739130434784,4.248534
0.03056521739130435,4.26787
0.030608695652173914,4.287576
0.03065217391304348,4.3006864
0.030695652173913044,4.306745
0.03073913043478261,4.3114705
0.030782608695652174,4.3150496
0.03082608695652174,4.322444
0.030869565217391304,4.327676
0.03091304347826087,4.3383656
0.030956521739130435,4.354705
0.031,4.371332
0.031043478260869565,4.403148
0.03108695652173913,4.435462
0.031130434782608695,4.4748497
0.03117391304347826,4.522741
0.031217391304347825,4.5822053
0.03126086956521739,4.641198
0.03130434782608696,4.712498
0.03134782608695652,4.7894745
0.03139130434782609,4.8631897
0.03143478260869565,4.928629
0.03147826086956522,4.9828496
0.03152173913043478,5.0155063
0.03156521739130435,5.038234
0.03160869565217391,5.0487704
0.03165217391304348,5.044258
0.03169565217391304,5.033693
0.03173913043478261,5.0147367
0.03178260869565217,4.9875283
0.03182608695652174,4.964246
0.0318695652173913,4.931588
0.03191304347826087,4.9023175
0.03195652173913043,4.8758125
0.032,4.8495235
0.03204347826086956,4.8348494
0.03208695652173913,4.8246393
0.03213043478260869,4.814085
0.03217391304347826,4.814674
0.03221739130434782,4.8168545
0.03226086956521739,4.826921
0.03230434782608696,4.8374214
0.03234782608695652,4.850423
0.03239130434782609,4.8635306
0.03243478260869565,4.8776064
0.03247826086956522,4.891795
0.03252173913043478,4.9024205
0.03256521739130435,4.918781
0.03260869565217391,4.9282055
0.03265217391304348,4.944119
0.03269565217391304,4.9615
0.03273913043478261,4.97379
0.03278260869565217,4.9899335
0.03282608695652174,5.005272
0.0328695652173913,5.021841
0.03291304347826087,5.038365
0.03295652173913043,5.055404
0.033,5.065954
0.03304347826086956,5.0792675
0.03308695652173913,5.088702
0.03313043478260869,5.100582
0.03317391304347826,5.1075635
0.033217391304347824,5.110677
0.03326086956521739,5.1112795
0.033304347826086954,5.110824
0.03334782608695652,5.097288
0.033391304347826084,5.102447
0.03343478260869565,5.102834
0.033478260869565214,5.085833
0.03352173913043478,5.082179
0.033565217391304344,5.0675716
0.03360869565217391,5.0590763
0.03365217391304348,5.044357
0.03369565217391304,5.0357046
0.03373913043478261,5.0205903
0.03378260869565217,5.011648
0.03382608695652174,5.0030413
0.033869565217391304,4.994454
0.03391304347826087,4.9854174
0.033956521739130434,4.970026
0.034,4.956309
0.034043478260869564,4.970751
0.03408695652173913,4.954544
0.034130434782608694,4.950008
0.03417391304347826,4.9467306
0.034217391304347824,4.949734
0.03426086956521739,4.9460006
0.034304347826086955,4.9510107
0.03434782608695652,4.9573574
0.034391304347826085,4.958635
0.034434782608695653,4.964427
0.034478260869565215,4.964483
0.034521739130434784,4.9634542
0.034565217391304345,4.9629064
0.034608695652173914,4.956576
0.034652173913043476,4.9537334
0.034695652173913044,4.947703
0.034739130434782606,4.9402113
0.034782608695652174,4.9384584
0.034826086956521736,4.935055
0.034869565217391305,4.93428
0.034913043478260866,4.9341063
0.034956521739130435,4.9353166
0.035,4.9323277
0.035043478260869565,4.9310904
0.035086956521739134,4.9300985
0.035130434782608695,4.921909
0.035173913043478264,4.917707
0.035217391304347825,4.905141
0.035260869565217394,4.893581
0.035304347826086956,4.878992
0.035347826086956524,4.8581924
0.035391304347826086,4.833209
0.035434782608695654,4.808426
0.035478260869565216,4.7716866
0.035521739130434785,4.7278004
0.035565217391304346,4.67741
0.035608695652173915,4.61514
0.035652173913043476,4.553858
0.035695652173913045,4.489419
0.03573913043478261,4.4294305
0.035782608695652175,4.375193
0.03582608695652174,4.3305492
0.035869565217391305,4.298831
0.03591304347826087,4.27508
0.035956521739130436,4.2549486
0.036,4.2457933
0.036043478260869566,4.23632
0.03608695652173913,4.2337217
0.036130434782608696,4.234789
0.03617391304347826,4.231335
0.036217391304347826,4.240025
0.03626086956521739,4.2395387
0.036304347826086956,4.243718
0.036347826086956525,4.246765
0.03639130434782609,4.2498507
0.036434782608695655,4.253783
0.03647826086956522,4.25467
0.036521739130434785,4.258956
0.03656521739130435,4.2591763
0.036608695652173916,4.2586975
0.03665217391304348,4.258871
0.036695652173913046,4.260662
0.03673913043478261,4.255622
0.036782608695652176,4.257075
0.03682608695652174,4.2531643
0.036869565217391306,4.250563
0.03691304347826087,4.246985
0.03695652173913044,4.2442555
0.037,4.2371054
0.03704347826086957,4.2352033
0.03708695652173913,4.2285213
0.0371304347826087,4.2244925
0.03717391304347826,4.2160797
0.03721739130434783,4.21099
0.03726086956521739,4.2014556
0.03730434782608696,4.197827
0.03734782608695652,4.1899457
0.03739130434782609,4.188713
0.03743478260869565,4.1815314
0.03747826086956522,4.179534
0.03752173913043478,4.1769285
0.03756521739130435,4.175653
0.03760869565217391,4.1786604
0.03765217391304348,4.1783795
0.03769565217391305,4.1818123
0.03773913043478261,4.1816974
0.03778260869565218,4.1876416
0.03782608695652174,4.1854715
0.03786956521739131,4.1894765
0.03791304347826087,4.1916814
0.03795652173913044,4.1885467
0.038,4.187619
0.03804347826086957,4.184755
0.03808695652173913,4.1826525
0.0381304347826087,4.177568
0.03817391304347826,4.172495
0.03821739130434783,4.1684475
0.03826086956521739,4.1624484
0.03830434782608696,4.1558313
0.03834782608695652,4.1441402
0.03839130434782609,4.1339
0.03843478260869565,4.123239
0.03847826086956522,4.1113734
0.03852173913043478,4.103002
0.03856521739130435,4.091598
0.03860869565217391,4.0752525
0.03865217391304348,4.069343
0.03869565217391304,4.053105
0.03873913043478261,4.039505
0.03878260869565217,4.031782
0.03882608695652174,4.0184917
0.0388695652173913,4.006473
0.03891304347826087,3.9960375
0.03895652173913043,3.9878469
0.039,3.9755177
0.03904347826086957,3.965747
0.03908695652173913,3.9569793
0.0391304347826087,3.946858
0.03917391304347826,3.9378119
0.03921739130434783,3.9313798
0.03926086956521739,3.922985
0.03930434782608696,3.914743
0.03934782608695652,3.9163895
0.03939130434782609,3.9092197
0.03943478260869565,3.9157786
0.03947826086956522,3.9163108
0.03952173913043478,3.925718
0.03956521739130435,3.939791
0.03960869565217391,3.9555075
0.03965217391304348,3.971656
0.03969565217391304,3.9906912
0.03973913043478261,4.0085835
0.03978260869565217,4.0297804
0.03982608695652174,4.0514536
0.0398695652173913,4.074627
0.03991304347826087,4.100354
0.03995652173913043,4.11884
0.04,4.139807
0.04004347826086956,4.158974
0.04008695652173913,4.1752734
0.04013043478260869,4.1899776
0.04017391304347826,4.1977005
0.04021739130434782,4.202581
0.04026086956521739,4.2079964
0.04030434782608695,4.211933
0.04034782608695652,4.2121654
0.04039130434782609,4.210003
0.04043478260869565,4.2139835
0.04047826086956522,4.2056394
0.04052173913043478,4.2080746
0.04056521739130435,4.207651
0.04060869565217391,4.2077107
0.04065217391304348,4.2053843
0.04069565217391304,4.207096
0.04073913043478261,4.212847
